"Data Structures","Algorithms","Operating Systems","Computer Networks","Database Management","Object Oriented Programming","Computer Architecture","Discrete Mathematics","Theory of Computation","Compiler Design","Artificial Intelligence","Machine Learning","Deep Learning","Computer Graphics","Software Engineering","Web Development","Mobile App Development","Cybersecurity","Cryptography","Cloud Computing","Distributed Systems","Parallel Computing","Natural Language Processing","Computer Vision","Robotics","Embedded Systems","Digital Logic Design","Microprocessors","Linear Algebra","Probability and Statistics","Numerical Methods","Information Theory","Data Mining","Big Data Analytics","Internet of Things","Blockchain Technology","Human Computer Interaction","Software Testing","DevOps","API Design and Development","Data Visualization","Network Security","Digital Signal Processing","Image Processing","Programming Languages","Functional Programming","System Programming","Game Development","Quantum Computing","Bioinformatics","Ethical Hacking","Formal Methods","Graph Theory","Advanced Algorithms","Computer Ethics"
63,60,59,67,71,72,42,64,17,39,46,77,57,50,65,64,47,64,68,60,40,57,68,60,42,52,39,85,82,69,45,64,50,83,50,49,79,75,67,85,74,71,66,66,89,45,80,71,41,63,46,63,42,53,100
80,54,78,70,91,89,52,21,68,66,74,79,71,68,78,97,70,48,49,88,43,82,54,67,63,57,65,54,66,52,65,72,74,77,84,73,78,73,63,76,74,65,50,76,55,59,62,90,34,62,75,28,76,56,71
73,48,44,57,80,55,54,62,58,60,88,74,59,53,81,73,69,75,62,56,69,79,68,49,59,66,90,71,27,74,86,62,75,66,62,48,86,54,69,77,84,55,78,66,64,81,58,73,55,60,70,67,70,53,93
65,34,75,81,62,76,53,66,75,58,81,69,35,62,69,69,80,53,74,87,48,53,54,62,64,85,74,64,79,44,80,42,55,75,70,75,80,59,63,61,58,96,73,66,63,57,50,80,90,96,56,96,51,55,77
49,26,71,66,87,62,84,40,56,70,68,71,70,61,80,73,59,78,78,68,56,53,52,52,70,51,66,53,85,100,47,73,71,58,80,62,84,70,70,79,82,71,87,55,53,48,58,71,73,64,77,50,85,33,80
41,71,73,52,77,76,40,73,72,35,49,51,78,79,73,87,70,55,63,87,78,66,57,74,88,57,45,67,90,57,70,81,68,72,42,76,85,68,58,54,87,60,78,55,59,45,75,75,70,70,64,52,73,35,79
61,74,68,67,70,75,44,52,60,75,57,84,64,78,66,100,78,62,43,82,55,63,66,76,83,96,79,44,45,77,70,51,72,68,71,59,69,75,53,82,90,99,72,64,68,76,64,79,51,83,75,52,70,64,80
69,44,74,97,67,72,72,96,43,66,71,70,72,53,70,91,56,52,71,90,38,69,51,64,59,49,71,89,32,66,73,65,91,84,66,54,74,62,75,70,68,75,68,65,76,61,66,73,48,54,73,61,71,65,82
67,61,44,91,90,86,66,58,51,56,72,53,69,68,63,81,91,66,48,82,74,77,47,73,55,56,67,57,38,45,59,89,56,67,91,81,76,69,62,78,74,68,99,64,71,55,81,91,66,65,100,52,67,62,81
46,51,83,81,93,93,87,61,37,62,49,82,62,76,73,70,56,79,42,39,67,32,73,46,65,64,59,69,84,77,52,53,69,73,66,65,86,76,79,96,62,73,92,53,60,34,28,89,72,83,84,41,68,70,64
84,66,70,65,64,71,66,51,41,38,64,68,69,92,61,79,50,71,72,62,57,68,64,57,90,63,72,80,65,73,76,55,93,58,58,89,71,54,81,81,84,89,93,74,89,63,52,72,62,76,57,67,69,74,80
60,56,80,71,59,79,83,79,73,59,86,46,62,64,94,67,84,68,40,93,92,61,58,70,60,81,69,53,63,35,57,80,78,58,80,56,77,50,77,73,80,67,62,64,66,58,72,83,30,56,66,31,40,68,83
62,54,63,73,75,72,73,64,67,55,64,66,53,85,53,86,65,62,78,63,67,64,59,73,61,51,75,63,65,60,57,85,72,59,84,64,70,52,77,83,76,55,52,67,61,63,35,61,57,49,66,54,83,44,81
57,48,40,77,68,70,59,65,77,54,72,51,72,58,72,68,76,57,59,69,63,42,87,54,61,64,60,41,47,62,81,54,76,74,62,71,89,69,79,75,86,71,61,60,40,41,55,80,57,79,80,59,49,71,66
58,88,28,75,68,66,81,55,60,92,74,80,61,73,78,87,59,60,77,72,80,65,77,61,67,75,71,69,47,50,77,59,73,87,72,65,52,75,66,66,81,60,69,83,54,74,67,71,31,74,49,50,57,22,80
24,61,66,69,78,78,65,68,71,53,80,83,57,58,79,68,82,75,80,52,60,69,71,71,54,62,61,59,46,56,89,56,74,66,69,50,84,85,73,77,86,63,59,56,67,62,53,66,73,68,58,71,56,67,85
91,51,63,48,66,70,54,53,61,48,62,83,56,75,74,72,75,47,42,80,32,57,71,36,77,63,88,75,61,57,49,49,81,68,67,60,73,82,56,73,60,100,32,83,76,74,71,78,100,67,74,79,88,49,69
98,57,67,83,79,90,54,52,66,70,74,67,49,73,57,63,82,54,87,58,66,51,77,81,66,88,57,25,42,53,75,75,52,76,75,58,71,63,81,60,85,57,43,79,47,57,52,66,53,65,73,66,39,63,61
56,60,76,72,73,78,74,55,100,40,71,68,86,71,85,78,57,76,83,79,74,30,68,64,63,75,88,81,68,67,62,66,69,65,56,64,83,72,63,75,77,41,68,79,98,43,81,77,40,73,85,67,30,64,80
80,43,66,51,66,76,45,48,80,36,79,66,80,91,84,66,71,66,96,49,65,57,60,73,91,39,51,50,67,59,55,45,40,59,70,61,82,61,78,80,68,64,79,70,63,63,66,63,56,72,69,84,79,50,88
88,63,66,83,68,70,69,71,49,50,75,60,77,81,63,83,83,56,57,65,69,69,82,75,69,52,65,76,53,65,57,51,88,82,43,63,79,81,69,70,77,74,87,57,64,61,82,65,69,69,66,76,59,48,88
80,82,49,77,86,86,61,67,44,86,78,73,68,67,52,79,62,64,85,74,62,47,100,85,86,63,76,57,50,86,65,77,75,80,64,65,85,77,48,66,75,89,58,67,75,68,77,57,52,59,57,15,55,46,88
52,71,58,79,66,65,62,63,41,76,86,82,59,91,79,80,63,77,52,54,74,60,72,63,65,58,82,57,64,45,36,72,70,50,64,81,66,74,72,95,81,74,83,68,62,94,34,84,67,57,78,58,48,50,89
50,35,66,89,94,86,79,82,46,65,79,69,58,71,68,62,75,75,76,64,62,73,79,46,71,58,73,58,60,74,65,51,86,67,71,67,61,62,60,79,69,58,43,61,79,80,53,81,100,75,48,49,69,59,80
51,63,32,65,69,69,56,55,41,61,68,64,46,73,72,72,64,58,44,42,68,80,61,56,87,46,86,68,56,77,42,71,69,65,91,66,90,84,70,70,63,66,53,75,68,64,87,77,71,56,58,55,44,80,84
49,43,73,61,79,90,45,61,73,67,88,85,77,65,76,73,72,76,65,66,67,43,70,56,70,87,72,72,53,68,46,90,77,84,55,64,70,79,62,78,70,65,34,45,55,70,66,84,35,77,57,59,39,56,86
55,76,46,51,70,60,85,57,61,78,77,51,68,86,90,80,72,56,69,84,87,82,57,73,93,71,57,71,78,39,57,80,76,63,93,60,78,79,56,93,70,73,64,61,82,95,73,92,41,48,82,69,69,64,75
67,48,47,58,57,82,65,49,59,55,63,77,64,85,64,68,74,54,70,64,76,61,66,75,79,80,48,49,63,67,49,91,60,60,90,44,94,80,76,76,80,64,69,77,47,71,52,76,28,57,57,48,52,95,84
83,49,94,45,89,51,69,29,47,79,57,70,56,78,74,69,76,69,44,86,77,67,74,66,65,61,73,75,61,93,78,86,73,69,76,70,78,77,68,89,81,65,70,89,59,75,87,75,62,60,42,43,64,67,80
65,40,77,62,92,64,77,62,66,54,70,64,79,75,78,68,84,56,76,59,58,39,82,83,71,67,79,69,59,49,79,88,84,71,79,67,74,55,62,99,80,61,43,79,66,74,48,95,53,63,67,70,56,63,78
93,52,65,61,70,64,82,64,86,33,70,78,64,72,87,70,80,65,63,56,60,69,56,94,75,65,59,49,62,84,66,55,94,83,69,70,75,85,69,74,56,68,77,92,80,64,62,100,50,74,72,63,64,92,94
70,60,77,77,84,87,77,62,48,57,61,54,63,59,70,71,86,72,72,62,48,74,77,67,82,46,49,70,38,66,77,66,74,78,76,62,75,79,63,70,75,76,73,49,77,55,58,81,68,54,71,42,56,57,82
45,76,83,74,84,66,58,70,51,71,63,61,70,60,72,74,63,57,59,61,76,77,51,62,64,78,82,57,48,64,58,71,70,70,48,56,63,89,89,58,78,71,65,52,100,47,40,64,84,92,57,55,98,72,69
79,62,61,66,64,60,77,63,68,68,45,64,61,62,74,71,52,71,62,67,59,73,66,68,73,51,61,76,60,67,83,63,68,63,82,80,86,89,69,62,71,85,56,71,64,58,39,83,50,61,83,55,56,79,83
68,65,76,51,78,74,79,68,72,59,65,75,59,77,88,70,75,60,73,80,46,71,66,65,81,63,87,77,61,70,64,58,92,85,84,47,88,61,67,82,80,53,58,72,85,55,57,63,59,57,70,65,89,6,81
58,73,68,68,60,83,49,57,85,83,70,62,44,71,61,70,69,62,56,86,64,69,69,59,72,66,78,83,48,91,56,39,88,90,64,63,78,65,56,76,76,54,57,84,78,64,35,72,63,77,71,72,63,44,73
74,45,59,51,49,69,36,29,84,52,54,97,52,55,98,75,68,89,47,78,56,52,74,76,82,51,75,55,63,56,73,89,66,70,69,68,60,79,51,66,78,64,61,67,56,65,67,90,35,55,62,28,69,92,95
56,64,98,72,100,80,44,39,33,43,76,86,76,68,81,75,66,50,48,67,70,46,84,65,78,77,78,75,70,46,45,52,75,69,69,75,79,52,73,80,78,72,55,59,57,67,61,57,68,75,78,74,55,58,86
51,39,52,75,62,65,66,34,55,84,72,84,85,70,80,78,83,78,54,57,60,75,89,63,63,77,53,100,79,72,64,68,79,78,78,48,67,87,64,87,70,97,57,72,63,56,61,66,78,67,85,70,64,37,91
76,57,45,82,71,65,65,63,1,73,64,65,77,78,66,64,67,75,75,56,65,60,85,59,91,66,74,59,77,73,57,83,85,87,73,94,72,72,77,79,83,80,82,73,77,50,85,89,66,65,77,60,68,61,68
56,74,33,57,72,80,58,64,73,60,78,53,48,78,68,65,64,88,53,70,32,62,71,62,45,59,75,60,57,82,62,46,39,56,78,49,85,94,49,68,66,59,64,78,67,58,67,81,73,35,67,57,94,50,77
73,68,67,63,80,74,32,60,79,46,67,74,62,53,74,66,76,57,55,67,65,75,66,51,86,85,63,62,44,60,73,45,66,63,72,55,81,72,67,81,81,62,50,73,72,65,48,69,57,76,74,56,59,49,76
65,47,58,61,75,66,41,43,55,31,67,84,53,83,80,91,78,61,64,57,54,59,68,62,69,85,80,62,46,75,60,79,74,61,71,79,91,63,91,86,74,60,72,59,61,49,53,66,47,56,50,43,70,68,81
69,47,58,74,66,75,66,43,37,53,93,76,69,60,96,59,72,52,78,80,64,80,63,64,82,54,55,51,34,57,84,82,61,47,71,54,65,93,64,57,75,55,60,64,64,55,35,68,71,68,62,74,97,78,76
79,45,66,66,54,78,61,84,56,78,51,79,68,71,98,92,80,68,29,83,60,47,78,81,76,62,59,63,80,68,49,22,73,67,47,52,78,80,62,69,81,56,57,98,49,43,71,82,70,54,79,53,64,46,83
77,49,47,41,78,79,87,33,23,56,73,69,85,81,73,75,93,59,77,79,53,52,81,57,59,62,74,62,66,76,81,45,66,80,74,60,66,84,59,61,68,68,67,50,77,55,63,79,58,72,70,61,52,55,62
60,98,45,53,81,72,84,53,79,40,64,62,68,69,71,78,63,72,60,63,66,86,46,72,87,63,69,59,43,66,61,59,61,59,89,59,71,74,61,68,74,67,79,77,71,62,68,75,42,72,79,49,40,59,75
79,62,68,82,73,89,47,62,67,29,65,76,25,78,77,84,78,65,71,71,57,76,78,59,66,35,68,71,43,44,80,60,65,76,71,80,65,78,69,71,73,81,70,68,78,45,60,57,77,60,44,75,50,87,98
92,51,46,70,80,80,69,94,45,30,65,58,74,65,96,65,74,66,48,82,70,78,95,77,52,58,82,67,65,57,72,38,49,66,74,72,76,77,75,80,74,63,43,87,62,84,80,90,62,57,61,57,52,54,82
41,41,47,78,77,71,98,38,54,58,85,73,56,84,77,69,69,80,55,55,57,76,73,74,68,59,84,57,56,88,85,57,48,68,81,40,79,58,74,82,83,64,57,70,80,71,72,80,41,80,68,28,69,69,86
74,72,72,65,56,67,15,49,66,81,85,56,50,75,76,79,63,67,66,67,80,38,84,83,68,70,60,75,73,65,55,97,58,69,71,85,71,85,69,69,85,66,55,79,55,61,83,41,55,53,83,43,57,53,75
70,64,92,73,67,56,68,58,76,88,83,56,44,68,82,82,83,63,66,72,76,64,63,63,85,90,56,60,61,41,56,73,59,92,90,76,66,81,79,69,76,73,57,72,62,62,61,88,66,49,74,23,57,61,75
76,57,38,61,74,68,63,59,57,64,78,61,61,82,79,83,79,69,48,64,64,58,77,64,68,54,81,64,83,77,70,42,91,54,63,61,91,80,66,83,83,63,91,77,49,64,57,83,79,45,60,51,51,49,77
70,65,52,82,60,74,59,69,65,61,62,72,59,67,78,92,74,44,51,77,82,72,77,67,76,78,75,79,62,66,58,52,60,65,65,88,81,82,62,78,83,38,56,71,67,57,81,77,74,63,100,63,54,40,84
63,74,50,68,63,81,76,43,77,73,76,97,60,71,69,69,72,81,76,55,48,40,67,86,82,62,63,68,55,71,60,62,70,72,57,61,62,94,79,69,72,79,74,48,91,29,45,66,22,58,51,60,58,52,80
67,60,49,43,76,65,41,51,55,63,64,72,39,78,95,78,71,84,54,86,64,62,79,51,64,67,62,64,62,68,69,53,68,71,64,76,59,78,86,80,79,67,72,74,77,68,66,60,56,77,67,61,43,48,72
62,49,59,70,80,79,61,62,43,89,74,75,77,77,78,71,69,69,53,63,37,54,54,65,67,100,54,59,69,71,47,77,71,73,74,35,79,70,72,83,67,46,64,77,72,73,39,62,69,78,64,59,55,60,89
65,73,59,62,66,73,55,47,59,68,53,53,68,81,78,83,70,74,70,56,71,83,59,63,54,85,62,75,60,52,75,43,64,79,71,77,77,82,69,72,78,83,82,62,60,39,52,79,89,66,70,31,71,68,86
80,56,66,89,52,77,58,65,100,63,86,87,58,70,65,79,77,54,32,72,71,62,70,55,95,73,64,60,68,61,80,62,79,84,86,66,85,76,79,73,65,64,58,74,74,54,66,67,77,56,52,66,25,50,72
81,84,88,71,69,60,50,49,30,68,80,58,78,60,77,91,84,79,46,62,83,72,56,72,66,70,47,78,66,57,76,80,66,74,68,57,84,71,82,77,86,69,57,57,65,72,78,86,38,64,97,71,83,46,67
79,24,52,98,94,72,65,55,41,63,59,61,64,66,59,68,72,65,62,78,43,99,56,52,60,67,70,39,60,47,69,78,74,69,57,79,67,71,70,74,75,68,70,62,70,67,56,90,52,57,69,49,21,50,82
56,70,62,83,81,85,43,80,44,78,49,71,58,65,80,84,72,59,60,97,65,40,73,76,49,80,71,54,53,49,55,59,57,62,89,67,76,71,57,80,62,69,48,87,70,65,61,74,45,68,79,43,59,71,80
57,55,71,71,57,71,78,51,51,74,66,52,52,81,83,84,84,54,76,76,66,53,82,80,39,56,62,44,63,63,74,59,56,63,82,63,69,77,85,75,74,87,68,72,89,88,70,68,76,50,80,52,56,90,71
78,57,62,49,68,67,59,52,60,52,74,70,51,90,74,56,77,85,90,48,78,85,48,86,70,66,86,60,63,56,85,85,85,89,69,78,72,61,86,95,86,77,34,75,88,30,62,75,26,64,72,68,75,64,73
81,50,72,73,75,86,48,55,51,55,67,62,64,100,71,72,73,55,60,53,54,68,84,61,90,74,60,71,56,62,82,47,69,64,73,72,77,74,70,72,72,78,72,79,67,72,62,79,71,64,76,34,59,58,78
72,53,70,71,81,69,71,67,39,66,74,49,71,93,78,70,61,58,53,49,87,95,95,71,86,50,49,66,59,59,100,46,70,66,77,58,59,63,49,62,82,78,49,52,65,67,69,66,39,68,69,68,53,48,71
52,40,57,83,52,74,62,59,7,90,80,58,74,58,67,71,72,75,78,79,80,63,72,52,68,70,65,86,70,73,60,80,80,82,72,38,75,77,43,87,75,71,43,73,63,57,71,64,60,80,76,33,32,65,80
80,80,78,70,65,88,72,67,39,38,72,67,57,81,71,71,71,65,54,63,53,90,88,62,65,82,46,54,44,59,69,56,65,72,62,63,86,58,62,79,100,71,93,64,62,61,46,73,33,68,59,42,67,53,83
64,61,55,61,72,76,80,43,71,55,65,68,87,74,79,97,73,78,47,93,77,70,47,62,81,56,67,52,59,48,60,68,92,75,83,92,70,88,60,58,90,35,48,70,73,46,67,82,86,76,69,21,81,68,100
93,8,57,66,58,84,63,65,45,92,80,88,47,70,69,82,74,42,97,100,72,83,51,40,84,62,59,42,77,71,83,77,73,74,98,67,71,50,81,79,70,48,66,67,46,76,65,63,34,85,49,58,67,51,87
63,84,42,64,70,83,81,77,59,81,68,66,89,84,62,68,62,59,46,76,53,68,70,63,58,73,65,48,64,51,86,49,57,48,70,55,77,66,68,81,68,63,75,92,48,55,66,58,64,60,67,49,52,47,76
58,58,67,68,70,71,44,78,53,48,73,66,64,63,72,82,84,72,81,83,36,60,60,58,41,61,63,67,88,100,62,53,47,63,72,56,79,75,64,82,86,90,97,80,81,70,72,71,32,77,92,54,64,45,74
63,62,70,44,77,69,35,65,79,47,56,71,70,79,70,67,70,64,60,78,60,63,53,67,68,51,88,78,69,56,65,71,60,77,68,75,100,76,64,74,70,56,76,71,84,67,81,57,67,79,61,53,68,63,73
77,56,56,50,75,76,62,55,80,75,79,58,31,51,57,77,72,70,61,54,75,44,60,66,69,38,51,71,83,59,74,74,56,68,90,45,61,67,65,73,82,63,69,71,78,54,74,84,52,65,63,58,62,66,73
96,68,75,51,56,84,36,46,73,55,77,82,53,92,80,89,60,87,66,61,68,90,62,50,86,76,70,62,45,76,63,81,51,64,66,55,71,70,57,82,88,80,48,50,72,89,69,84,51,47,71,59,42,71,72
83,38,68,86,77,72,72,49,38,67,83,78,45,84,67,90,70,87,84,75,57,72,67,82,82,70,90,77,69,63,100,69,72,74,83,71,78,69,75,63,75,57,93,76,52,44,88,62,65,79,76,52,69,56,89
58,62,54,32,94,66,57,61,54,78,73,60,89,66,65,70,68,58,56,74,61,84,90,64,62,76,65,66,76,50,70,33,55,85,67,58,80,70,80,87,80,60,80,64,73,43,79,66,78,63,59,70,67,61,59
75,72,75,61,100,68,54,59,50,32,77,81,65,84,61,80,77,61,48,62,60,82,64,88,93,71,65,59,59,56,77,72,69,73,94,83,84,83,66,76,66,43,85,52,87,63,43,67,62,57,66,70,82,53,91
79,62,94,56,59,64,57,80,43,93,69,74,80,76,66,87,81,66,56,54,39,68,71,88,68,69,74,66,57,39,76,44,60,75,87,48,67,71,77,60,81,54,57,80,72,73,59,69,56,60,65,61,41,35,86
77,88,67,76,61,67,47,61,38,45,83,79,54,81,79,85,83,51,63,71,63,64,62,62,54,73,64,63,33,70,69,78,71,64,84,67,54,75,84,68,69,56,34,79,66,70,82,87,33,63,61,65,56,72,83
100,64,74,74,70,77,72,72,70,64,62,65,50,64,56,79,65,56,81,85,66,51,50,73,61,63,70,81,90,65,70,63,60,70,94,73,71,74,70,82,66,80,83,66,62,60,37,66,23,64,63,82,36,50,73
72,61,50,70,74,58,62,48,49,70,80,67,60,69,54,89,79,57,82,68,57,71,88,58,72,68,88,72,63,49,71,67,70,49,77,61,76,78,58,59,67,56,76,77,71,44,59,79,54,61,64,83,64,84,89
66,68,95,70,77,82,69,60,12,52,77,70,77,72,100,69,65,52,61,41,98,83,88,90,65,82,62,83,59,52,77,85,74,74,73,87,84,56,67,86,77,70,56,84,70,63,53,72,55,48,67,25,56,48,73
58,37,80,55,58,75,73,47,41,67,61,67,67,56,76,72,74,56,70,51,47,59,73,60,46,79,65,80,83,56,38,88,59,83,79,62,82,82,55,54,83,66,44,77,62,42,42,83,46,45,44,76,54,44,75
70,80,62,81,77,97,84,55,73,68,97,94,76,82,70,77,43,76,84,87,82,70,69,58,56,75,69,68,70,72,43,63,72,77,76,77,76,83,71,71,70,45,55,69,63,66,67,86,47,64,76,80,68,61,82
51,72,60,70,65,64,76,60,35,67,71,54,50,83,88,95,88,56,73,92,48,31,63,88,73,48,69,61,48,54,61,83,39,59,73,71,78,54,89,80,63,45,54,66,83,91,75,59,100,71,66,54,65,60,85
63,54,70,75,88,75,52,48,70,68,53,73,68,66,74,82,65,64,60,59,47,59,46,64,69,42,63,71,68,70,73,43,58,94,85,48,84,83,56,72,80,74,80,61,62,48,56,75,47,65,58,60,64,74,79
64,73,72,47,75,92,71,72,48,87,55,54,78,62,78,72,66,63,51,86,75,54,75,79,72,58,74,42,74,63,61,58,65,74,73,50,80,84,79,94,69,54,60,70,71,57,66,81,68,54,71,79,58,71,72
59,71,41,88,65,67,66,56,32,55,54,86,65,76,86,84,61,72,64,58,65,73,51,35,71,87,82,76,71,77,53,100,68,82,63,69,82,74,77,94,78,66,79,48,72,75,79,81,53,75,31,61,47,67,71
82,81,76,64,83,66,64,68,49,44,81,59,62,69,97,73,78,56,79,61,39,57,70,68,58,47,64,61,77,50,77,85,57,81,59,60,92,60,48,68,85,51,57,44,65,70,79,68,32,79,78,67,65,50,85
67,62,55,72,75,68,57,41,67,37,56,80,58,56,78,78,61,100,69,60,75,59,85,82,96,68,76,61,41,56,59,47,67,70,74,69,89,74,79,70,81,79,48,58,53,72,75,64,47,53,56,33,81,49,74
61,70,84,70,62,78,64,71,38,70,67,68,54,77,64,74,84,50,68,80,69,41,68,68,55,50,69,52,73,67,39,60,81,92,53,60,68,67,77,73,77,76,70,65,81,57,64,65,57,61,76,57,53,72,53
71,60,55,67,72,64,54,70,48,56,63,63,61,57,85,90,82,68,56,75,66,67,63,61,70,35,70,47,62,81,56,49,67,98,73,64,79,73,65,83,79,60,75,63,52,33,86,76,87,80,55,35,83,37,73
50,57,55,55,62,70,85,53,52,54,87,58,60,77,65,83,82,92,60,57,71,75,73,67,68,60,72,47,81,50,44,52,59,87,71,56,72,60,74,68,81,61,39,81,49,90,69,60,40,54,78,78,38,54,77
67,64,56,70,88,72,56,58,56,54,71,75,51,84,72,84,75,76,63,74,77,61,71,55,61,89,58,82,64,86,57,43,73,62,79,79,95,67,59,76,61,72,84,52,77,78,76,77,53,63,77,55,88,69,78
75,61,58,72,58,61,75,70,49,64,87,48,54,82,72,83,96,82,44,50,65,74,61,56,53,66,59,38,85,75,86,92,76,66,77,65,88,82,76,50,72,50,81,68,65,72,49,70,76,52,55,62,72,56,57
86,58,64,61,40,54,67,57,58,64,81,97,58,78,75,82,70,59,83,76,50,68,52,57,67,68,82,50,97,78,60,34,78,76,71,48,78,82,64,58,80,65,58,61,46,64,66,76,55,69,69,67,70,48,82
72,25,98,59,81,88,62,75,73,79,67,73,50,87,67,80,76,84,95,70,67,58,76,62,75,63,69,75,60,78,54,71,51,66,66,73,86,77,52,72,82,56,50,50,79,53,48,66,59,51,78,72,69,70,71
78,68,80,60,64,68,52,60,53,73,38,62,75,77,63,70,72,54,39,66,74,37,58,80,80,58,56,44,39,66,76,45,82,64,77,87,63,77,70,64,76,41,70,79,83,58,76,96,59,91,57,43,66,45,91
59,92,84,82,57,76,85,61,20,71,65,58,50,61,76,61,78,73,79,57,56,45,67,64,70,70,58,62,63,60,41,47,67,73,69,65,54,75,88,66,71,68,55,57,65,60,78,71,42,80,37,34,81,64,78
61,57,63,59,64,93,85,92,44,79,61,43,66,61,70,77,82,68,60,61,72,97,83,62,60,77,73,39,84,80,58,52,61,64,63,67,75,76,73,76,72,76,59,78,60,49,51,78,67,49,72,38,55,58,86
58,76,76,73,83,98,85,53,96,67,66,83,54,63,63,67,63,68,50,70,86,67,44,64,61,65,71,72,63,89,69,67,75,60,71,62,79,69,89,54,84,63,69,98,62,53,42,75,42,77,60,44,48,62,86
83,45,51,59,88,75,46,38,71,82,75,75,86,52,66,82,73,77,66,56,65,66,59,61,81,29,69,74,47,52,67,79,73,57,82,71,65,67,60,62,85,54,71,76,56,70,85,73,54,69,76,55,52,68,71
63,41,92,64,63,93,57,49,59,36,60,48,68,76,70,90,71,65,58,62,51,67,62,64,67,70,77,75,61,88,54,97,56,84,62,72,79,70,65,69,78,61,72,73,74,65,63,55,58,68,53,89,33,35,73
76,45,65,90,70,77,78,37,59,55,98,66,61,86,84,59,74,71,53,74,39,29,55,67,80,57,83,64,49,82,79,60,84,88,77,83,68,64,64,74,83,86,86,63,67,60,60,97,62,85,81,47,75,57,88
68,52,82,75,57,95,38,54,55,48,67,73,64,57,84,71,88,79,47,57,64,75,88,81,62,68,59,76,44,63,89,62,51,96,66,64,58,45,65,83,79,65,66,84,96,46,81,71,71,76,61,24,43,63,61
83,48,76,51,72,64,56,80,89,57,76,60,48,81,98,70,68,63,81,99,65,58,86,90,77,37,62,82,58,77,70,59,59,66,70,50,68,78,74,75,71,37,33,61,61,64,95,72,62,87,67,60,69,75,94
64,48,64,77,79,81,58,60,76,59,62,68,54,82,69,95,83,56,80,83,99,89,44,82,62,81,60,55,81,87,54,53,86,90,84,66,77,81,55,79,80,49,70,61,60,52,58,52,84,74,56,67,63,59,88
72,69,72,67,85,73,55,70,50,75,93,47,70,73,74,87,77,57,93,76,75,72,59,61,66,66,53,65,81,61,82,58,67,69,91,69,86,54,75,75,73,83,40,73,74,49,75,70,73,74,73,56,74,42,72
74,82,84,43,73,83,65,64,82,68,99,69,70,50,67,85,91,62,51,44,63,76,46,51,73,58,79,32,60,95,58,72,76,74,77,75,84,82,67,72,68,87,60,73,59,67,57,85,72,54,77,47,60,52,63
55,75,77,72,38,78,61,76,48,70,75,38,54,80,66,65,68,72,57,70,85,62,57,69,58,70,57,70,67,74,67,57,52,100,73,44,67,87,77,83,69,56,58,70,70,72,76,68,59,90,48,64,100,47,81
61,51,70,50,83,65,73,53,57,56,76,83,60,92,76,95,74,79,36,69,58,90,74,84,96,67,72,85,22,77,53,49,90,79,84,45,74,61,92,62,71,64,70,67,68,51,65,57,56,66,62,65,68,81,74
51,69,58,88,76,80,57,58,65,74,82,47,51,65,72,74,78,76,73,54,71,46,70,69,69,94,59,100,75,61,43,59,90,81,81,57,65,72,76,83,68,57,61,73,49,83,75,99,67,73,69,67,68,87,82
64,42,39,86,91,74,56,70,47,70,64,46,76,72,78,70,84,47,51,52,63,56,84,64,62,65,59,53,71,66,69,51,60,67,68,45,88,57,65,64,74,48,61,64,70,50,56,72,54,74,60,33,66,55,87
49,67,87,47,62,70,48,67,64,69,81,50,66,76,95,89,56,66,41,80,60,53,46,62,76,100,65,69,41,93,65,54,72,70,61,77,85,81,58,65,73,43,73,66,65,61,37,61,50,76,88,48,69,42,63
50,63,55,33,74,75,74,75,58,84,65,57,62,93,88,90,60,70,92,81,68,57,53,39,57,61,60,57,39,70,73,82,66,66,61,76,67,86,64,63,69,92,56,72,56,51,51,79,44,38,66,60,61,60,82
40,55,51,91,75,63,72,66,42,77,74,69,71,61,80,80,60,88,49,66,51,70,59,72,67,62,76,85,57,67,85,71,78,81,94,82,83,67,63,70,75,35,92,50,74,71,46,74,60,56,73,53,53,38,81
67,60,79,55,85,84,89,57,65,61,61,78,74,57,55,47,80,68,52,62,68,63,50,88,95,65,75,42,43,69,61,72,79,79,65,56,81,78,50,96,70,69,55,73,75,63,71,100,62,66,85,64,31,39,80
47,25,58,50,69,76,64,65,52,74,57,74,47,75,74,92,76,68,79,100,60,43,63,56,55,66,70,72,66,57,38,89,74,67,65,69,100,100,61,65,76,71,57,82,59,84,51,57,41,51,64,26,100,40,74
73,57,81,82,59,81,51,96,51,44,76,50,76,66,68,77,75,69,79,48,59,79,57,62,72,75,68,67,69,74,66,59,70,77,70,57,53,69,70,60,69,70,66,83,72,43,66,72,60,61,61,80,58,97,77
71,84,85,47,100,70,62,43,78,50,79,70,60,71,85,70,56,65,57,75,79,50,56,59,59,69,100,76,48,59,74,63,69,63,68,86,67,81,79,87,82,54,56,52,70,76,59,63,73,32,73,67,69,61,86
76,53,48,75,73,63,77,50,45,81,68,88,47,68,83,70,68,71,61,80,95,55,53,66,51,43,73,47,50,76,82,82,73,76,63,74,86,84,65,83,87,61,88,72,49,66,61,68,54,71,59,59,44,61,82
60,90,68,74,60,79,74,52,41,62,76,62,58,77,69,87,70,93,34,79,46,76,58,78,67,78,62,75,65,72,92,61,74,73,81,50,82,59,73,67,79,70,69,72,82,53,84,84,100,61,68,64,80,58,78
